,Lo PRIOR,PRIOR 2,PRIOR 3,PRIOR 4,PRIOR 5,PRIOR 6,PRIOR 7,PRIOR 8,PRIOR 9,Hi PRIOR
19410426,  -0.38,   0.08,  -0.19,  -0.03,  -0.04,   0.06,   0.07,   0.31,   0.19,  -0.36
19410428,   0.25,  -0.10,  -0.01,   0.62,  -0.15,   0.31,   0.79,  -0.05,   0.41,   0.21
19410429,  -0.19,   0.66,   0.06,   0.57,  -0.24,   0.14,   0.48,   1.02,   1.16,   0.90
19410430,  -1.63,  -0.64,  -0.99,  -1.20,  -1.06,  -1.17,  -1.18,  -1.32,  -0.81,  -1.32
19410501,  -0.52,  -0.73,  -0.08,  -0.18,  -0.44,   0.57,  -0.05,   0.13,   0.09,   0.77
19410502,   0.29,  -0.17,   0.16,   0.42,   0.13,   1.10,   0.68,   1.08,   0.59,   0.74
19410503,   0.14,  -0.02,   0.20,   0.02,   0.10,   0.21,   0.42,   0.38,   0.58,   0.64
19410505,  -0.33,  -0.12,  -0.19,   0.21,  -0.30,   0.09,  -0.16,   0.18,   0.40,   0.23
19410506,  -0.15,   1.37,   0.97,   1.68,   1.07,   1.56,   3.04,   1.70,   2.45,   2.51
19410507,  -0.30,  -0.41,  -0.29,  -0.30,  -0.34,  -0.32,  -0.42,  -0.11,  -0.28,  -0.67
19410508,  -0.25,   0.20,  -0.30,   0.54,   0.02,  -0.09,  -0.83,   0.05,  -0.10,   0.77
19410509,  -0.64,   0.37,  -0.01,   0.03,   0.17,  -0.23,   0.15,   0.28,   0.46,   0.84
19410510,   1.13,   0.35,   0.36,   2.11,   0.82,   0.97,   0.74,   1.09,   0.96,   1.39
19410512,   0.01,  -0.51,  -0.10,  -0.51,  -0.06,  -0.21,  -0.10,  -0.25,  -0.54,  -0.69
19410513,   0.39,   0.04,   0.17,  -0.27,   0.08,   0.05,  -0.39,  -0.02,  -0.23,  -0.34
19410514,  -0.31,  -0.16,  -0.45,  -0.50,  -0.13,   0.38,  -0.35,  -0.15,  -0.57,  -0.24
19410515,  -2.05,  -1.59,  -0.92,  -1.48,  -1.54,  -0.58,  -1.05,  -1.29,  -1.64,  -2.45
19410516,  -0.14,  -0.11,   0.00,   0.50,   0.43,  -0.11,  -0.21,   0.09,   0.52,   1.15
19410517,   0.02,  -0.11,   0.15,  -0.04,   0.56,   0.13,   0.43,   0.50,   0.78,   1.11
19410519,  -0.56,   0.10,  -0.01,   0.14,   0.06,   0.44,  -0.09,  -0.29,  -0.22,   0.17
19410520,   0.61,   0.60,   0.43,   1.51,   0.62,   1.19,   1.67,   1.48,   1.34,   2.61
19410521,  -0.15,   0.08,   0.22,   0.24,   0.14,   0.69,   0.24,   0.44,   0.03,  -0.29
19410522,  -0.71,  -0.74,  -0.85,  -0.80,  -0.66,  -0.85,  -1.70,  -1.03,  -1.10,  -1.67
19410523,   0.90,   0.45,  -0.24,   0.20,  -0.14,  -0.03,  -0.05,  -0.14,   0.29,  -0.03
19410524,   0.71,  -0.17,   0.09,   0.01,   0.11,  -0.08,   0.58,   0.10,  -0.06,   0.15
19410526,  -1.50,  -0.89,  -1.28,  -1.12,  -0.42,  -0.77,  -0.88,  -1.15,  -1.00,  -1.02
19410527,   1.41,   0.87,   0.48,  -0.11,   0.01,  -0.08,   0.82,   0.56,   0.38,   1.52
19410528,  -0.71,  -0.25,   0.16,   0.31,   0.06,   0.26,   0.18,   0.31,   0.12,  -0.06
19410529,   0.55,   0.15,  -0.06,   0.45,   0.13,   0.42,  -0.09,  -0.74,   0.22,   0.18
19410531,  -0.31,   0.00,  -0.45,   0.06,   0.12,  -0.46,  -0.29,  -0.82,  -0.50,  -0.36
19410602,   0.70,   0.34,   0.06,   0.12,   0.91,   0.52,   0.39,   0.17,   0.00,   0.07
19410603,   0.34,   0.96,   1.29,   0.48,   0.99,   0.83,   0.91,   1.15,   0.75,   0.64
19410604,   1.27,  -0.31,   0.17,   0.39,   1.02,   0.10,   0.37,   0.07,   0.86,  -0.40
19410605,   2.47,   0.70,   1.13,   0.18,   0.21,   0.42,   0.25,   0.05,   0.03,   0.37
19410606,  -0.76,  -0.14,  -0.18,  -0.18,  -0.15,   0.15,   0.03,  -0.01,  -0.32,  -0.62
19410607,   0.03,   0.60,   0.70,   0.58,   0.84,   0.21,   0.55,   0.91,   0.38,   0.85
19410609,   0.36,   0.89,   1.19,   0.50,   1.00,   1.10,   0.96,   0.24,   1.21,   0.99
19410610,   0.94,   2.07,   1.65,   1.31,   1.24,   1.74,   1.69,   0.73,   1.34,   1.34
19410611,  -0.02,   0.60,   0.04,   0.15,  -0.12,   0.07,   0.18,   0.08,  -0.01,   0.40
19410612,   0.18,   0.60,   0.65,   0.42,   0.36,   0.73,   0.14,   0.75,   0.69,   0.68
19410613,  -0.50,  -0.27,  -0.43,  -0.15,  -0.27,  -0.38,  -0.42,   0.59,  -0.21,  -0.76
19410614,   0.06,   0.26,  -0.45,  -0.24,  -0.64,   0.27,  -0.06,  -0.12,   0.09,   0.17
19410616,  -0.66,   0.36,  -0.01,  -0.18,  -0.21,   0.07,  -0.12,  -0.53,  -0.44,  -0.72
19410617,   0.01,   0.52,   0.58,   0.83,   0.88,   0.76,   0.70,   0.50,   0.27,   0.82
19410618,  -0.17,   0.11,   0.44,   0.34,   0.33,   0.24,  -0.12,   0.34,   0.40,   0.36
19410619,   0.03,   0.57,   0.07,  -0.30,  -0.41,  -0.46,  -0.52,  -0.28,  -0.12,  -0.13
19410620,  -0.04,  -0.65,  -0.76,  -0.83,  -0.81,  -0.99,  -1.05,  -0.70,  -1.52,  -1.15
19410621,   0.06,  -0.02,  -0.04,   0.33,   0.40,   0.35,  -0.10,   0.18,   0.41,   0.46
19410623,  -0.23,   1.15,   1.52,   0.88,   0.61,   1.32,   1.37,   1.98,   2.04,   1.91
19410624,  -0.38,  -0.84,  -0.33,  -0.61,  -0.31,  -0.38,  -0.47,  -0.62,  -0.11,  -0.56
19410625,  -0.18,   0.10,   0.38,   0.30,   0.12,   0.02,   0.35,   0.25,   0.30,  -0.07
19410626,   0.34,   0.77,   0.48,   0.72,   0.25,   0.53,   0.27,   0.35,   0.54,   0.87
19410627,   0.19,  -0.72,   0.01,  -0.52,  -0.57,  -0.14,  -0.35,  -0.13,  -0.15,  -0.93
19410628,  -0.45,   0.19,  -0.17,  -0.02,   0.30,  -0.26,  -0.58,  -0.23,  -0.30,  -0.21
19410630,  -0.45,  -0.53,  -0.38,  -0.27,  -0.27,   0.09,  -0.39,   0.13,  -0.81,  -0.45
19410701,  -1.09,  -1.13,  -0.10,  -0.33,  -0.20,  -0.40,   0.10,   0.52,   0.03,   0.19
19410702,   0.70,   1.09,   0.25,   0.40,   0.48,   0.79,   0.70,   1.06,   0.76,   1.03
19410703,   0.40,   0.18,   0.05,   0.67,   0.21,   0.46,   0.39,   0.32,   0.84,   1.23
19410705,   0.49,   0.59,  -0.01,   0.17,   0.07,   0.28,   0.39,   0.17,   0.16,   0.05
19410707,   1.66,   1.87,   1.74,   1.20,   1.21,   0.78,   2.07,   1.07,   2.11,   1.76
19410708,   2.80,   2.56,   1.84,   0.97,   1.60,   0.95,   1.49,   1.97,   1.54,   1.48
19410709,  -0.19,   0.77,   0.15,  -0.03,   0.39,  -0.29,  -0.32,   0.55,  -0.46,   0.00
19410710,   1.68,  -0.33,   0.07,   0.16,   0.32,  -0.40,  -0.36,  -0.03,   0.34,   0.22
19410711,  -0.75,  -0.35,  -0.06,   0.54,   0.24,   0.24,   0.52,   0.37,  -0.14,   0.10
19410712,   0.67,   0.16,   0.02,  -0.24,   0.24,   0.07,  -0.30,  -0.04,  -0.01,   0.47
19410714,   0.52,   0.26,  -0.04,  -0.05,   0.12,   0.35,   0.36,   0.21,   0.72,  -0.47
19410715,  -0.53,   0.10,   0.44,   0.02,   0.20,   0.27,   0.31,   0.25,  -0.13,   0.67
19410716,   0.56,  -0.35,  -0.35,   0.03,  -0.38,  -0.17,  -0.39,  -1.09,  -0.38,  -1.63
19410717,  -0.69,  -0.65,  -0.76,  -0.62,  -0.47,  -0.17,  -0.53,  -1.00,  -0.75,  -0.29
19410718,  -0.34,   0.01,   0.16,  -0.13,   0.20,   0.19,   0.43,   0.66,   1.02,   0.45
19410719,   0.03,   0.64,   0.13,   0.21,   0.19,   0.34,   0.53,   0.57,   0.31,   0.60
19410721,   0.86,   1.02,   0.87,   0.93,   0.66,   1.51,   1.82,   2.34,   1.93,   2.90
19410722,   1.35,  -0.79,   0.57,  -0.39,   0.04,  -0.01,  -0.10,   0.16,   0.71,  -0.57
19410723,  -0.26,  -0.90,  -0.05,   0.26,  -0.36,  -0.27,   0.14,   0.20,   0.06,  -0.10
19410724,  -0.54,  -0.59,  -0.18,  -0.15,  -0.68,   0.02,   0.11,  -0.17,  -0.15,   0.09
19410725,   0.87,   0.46,   0.13,  -1.06,  -0.23,   0.04,   0.02,  -0.48,  -0.12,  -0.62
19410726,   0.53,   0.55,   0.48,   0.47,   0.53,   0.46,   0.46,   0.49,   0.34,   0.66
19410728,   0.09,   2.40,   0.51,   1.11,   0.52,   0.49,   0.84,   1.02,   0.70,   0.95
19410729,   0.09,   0.06,  -0.38,  -0.53,  -0.42,  -0.44,  -0.61,   0.25,  -0.41,  -0.23
19410730,  -0.38,  -0.08,  -0.28,  -0.22,  -0.33,  -0.01,  -0.31,   0.19,  -0.37,  -0.12
19410731,  -0.34,  -0.39,  -0.17,   0.11,   0.18,  -0.15,  -0.13,  -0.45,   0.01,   0.05
19410801,  -1.06,  -0.18,  -0.08,  -0.34,  -0.09,   0.19,  -0.53,  -0.44,  -0.81,   0.27
19410802,   0.31,   0.13,   0.07,   0.24,   0.11,   0.02,   0.20,  -0.67,  -0.84,   0.14
19410804,  -0.63,   0.70,   0.13,   0.05,  -0.18,  -0.07,  -0.10,   0.26,   0.44,   1.08
19410805,   0.43,   0.13,  -0.18,  -0.08,   0.02,  -0.34,  -0.17,  -0.02,  -0.05,  -0.77
19410806,   0.03,   0.42,   0.10,   0.00,  -0.10,  -0.29,  -0.35,  -0.30,   0.12,   0.07
19410807,  -0.88,  -0.20,   0.34,   0.15,   0.00,   0.07,   0.05,  -0.15,   0.22,  -0.10
19410808,  -0.53,  -0.71,  -0.24,   0.01,  -0.25,  -0.35,  -0.51,  -0.75,  -1.52,  -2.39
19410809,  -0.63,  -0.68,  -0.51,  -0.56,  -0.47,  -0.97,  -0.92,  -0.87,  -0.68,  -1.50
19410811,  -0.62,  -0.06,  -0.62,  -0.21,  -0.35,  -0.21,  -0.72,  -0.69,  -0.18,  -1.00
19410812,  -0.55,  -0.05,  -0.65,  -0.31,   0.09,  -0.11,  -0.16,  -0.31,   0.18,   0.15
19410813,   0.03,  -0.44,  -0.03,   0.02,  -0.01,   0.27,  -0.40,   0.28,  -0.32,  -0.45
19410814,   0.30,   0.50,   0.55,  -0.25,   0.33,   0.25,   0.19,   0.20,  -0.13,   0.96
19410815,  -1.16,  -0.48,  -0.63,  -0.39,  -1.11,  -0.88,  -0.96,  -0.66,  -0.65,  -0.95
19410816,   0.28,   0.20,   0.17,   0.39,   0.05,   0.07,   0.28,   0.03,   0.48,   0.36
19410818,   0.42,   0.03,   0.22,   0.21,   0.63,   0.21,   0.98,   0.63,   0.63,   0.59
19410819,   0.69,  -0.43,   0.01,  -0.13,  -0.23,   0.12,   0.25,  -0.22,   0.06,   0.47
19410820,   0.57,   0.39,   0.38,   0.16,   0.42,   0.41,   0.55,   0.63,   0.94,   0.56
19410821,  -0.37,   0.33,   0.00,   0.15,  -0.23,   0.15,  -0.20,   0.11,   0.00,   0.09
19410822,   0.01,   0.02,   0.08,   0.21,  -0.29,  -0.04,  -0.49,  -0.03,  -0.31,  -0.31
19410823,  -0.08,   0.11,   0.10,   0.08,  -0.12,  -0.13,   0.20,   0.35,   0.06,   0.24
19410825,   0.20,   0.03,   0.22,   0.10,  -0.02,   0.09,  -0.03,   0.05,   0.06,   0.00
19410826,   0.84,   0.40,   0.65,   0.23,   0.41,   0.68,   0.83,   0.74,   0.86,   0.50
19410827,   0.26,  -0.01,   0.45,   0.16,   0.44,   0.00,   0.38,   0.39,  -0.48,   0.68
19410828,   0.13,   0.60,   0.33,   0.20,   0.24,   0.79,   0.31,   0.28,   0.45,  -0.07
19410829,   0.15,   0.19,  -0.28,  -0.08,   0.43,  -0.15,   0.01,   0.14,   0.75,   0.11
19410830,   0.68,   0.18,   0.42,   0.12,   0.32,   0.24,   0.51,   0.04,   0.08,   0.63
19410902,   0.43,  -0.01,   0.24,   0.32,   0.23,   0.61,   0.21,   0.01,   0.56,   0.30
19410903,  -0.45,   0.00,   0.09,  -0.16,  -0.34,  -0.43,  -0.02,  -1.37,  -0.27,  -0.43
19410904,  -0.38,  -0.34,  -0.16,  -0.01,   0.00,  -0.09,  -0.17,   0.04,  -0.10,  -0.66
19410905,   0.05,   0.06,   0.04,  -0.24,  -0.29,  -0.11,  -0.18,  -0.10,  -0.12,   0.23
19410906,   0.09,   0.15,  -0.07,  -0.11,   0.12,   0.33,   0.26,   0.43,   0.06,   0.34
19410908,   0.25,  -0.22,   0.65,   0.60,  -0.08,   0.20,  -0.31,   0.51,   0.25,   1.36
19410909,  -0.61,  -0.51,  -0.75,  -0.36,  -0.19,   0.25,   0.37,  -0.68,  -0.30,  -1.31
19410910,  -0.46,  -0.58,  -0.42,  -0.60,  -0.57,  -0.26,  -0.92,  -0.75,  -0.55,  -0.19
19410911,   1.05,   0.47,   0.89,   0.73,   0.35,   0.22,   0.43,   0.85,   1.05,   1.48
19410912,   0.09,   0.27,   0.35,  -0.15,   0.04,   0.10,   0.12,   0.12,   0.28,   0.22
19410913,   0.46,   0.47,   0.02,   0.08,  -0.02,   0.39,  -0.17,  -0.05,   0.12,   0.20
19410915,  -0.16,   0.05,  -0.04,   0.08,   0.16,  -0.26,   0.12,   0.25,   0.34,  -0.61
19410916,  -0.03,   0.42,   0.07,   0.06,   0.59,  -0.15,   0.27,  -0.05,   0.32,   0.71
19410917,   2.21,   2.76,   1.37,   1.20,   0.96,   1.19,   1.43,   1.28,   1.01,   1.56
19410918,  -0.77,  -0.98,  -0.39,  -0.68,  -0.24,  -0.12,  -0.50,  -0.31,   0.07,  -0.54
19410919,  -1.22,  -0.75,  -0.58,  -0.88,  -0.38,  -0.63,  -0.70,  -0.91,  -1.75,  -1.63
19410920,  -1.07,  -0.22,  -0.45,  -0.32,  -0.10,  -0.27,  -0.51,  -0.72,  -0.37,  -0.57
19410922,   0.20,   0.37,   0.20,   0.26,  -0.23,   0.52,  -0.10,   0.25,   0.36,  -0.12
19410923,   0.11,   1.14,  -0.04,   0.22,   0.30,   0.38,   0.15,   0.30,  -0.15,   1.14
19410924,  -0.96,  -1.03,  -1.10,  -0.42,  -0.42,   0.31,  -0.49,  -0.46,  -0.33,  -1.13
19410925,  -2.21,  -0.79,  -1.58,  -1.05,  -1.34,  -1.79,  -1.65,  -2.07,  -1.57,  -3.42
19410926,  -0.64,  -0.82,  -0.04,  -0.51,  -0.59,  -0.29,  -0.19,   0.08,  -0.35,   0.27
19410927,   0.86,   0.90,   0.37,   0.30,   0.16,   0.00,   0.38,   0.17,   0.41,   0.75
19410929,  -0.18,  -0.03,  -0.22,   0.29,  -0.20,   0.08,   0.02,   0.61,  -0.07,   0.45
19410930,   0.26,   0.98,   0.14,   0.27,   0.47,   0.30,   0.48,   0.49,   0.87,   0.57
19411001,  -0.41,  -0.02,  -0.15,   0.15,  -0.08,  -0.11,  -0.08,  -0.06,   0.10,  -0.07
19411002,  -0.43,  -0.84,   0.30,  -0.23,  -0.45,  -0.03,  -0.35,  -0.31,   0.13,   0.44
19411003,  -0.01,  -0.19,  -0.01,  -0.11,  -0.81,  -0.26,   0.09,   0.14,  -0.27,  -0.10
19411004,  -0.07,  -0.12,   0.37,   0.15,   0.36,   0.19,   0.11,   0.16,   0.09,   0.39
19411006,  -0.77,   0.10,  -0.36,  -0.15,  -0.10,  -0.09,  -0.06,  -0.60,  -0.19,  -0.02
19411007,  -1.16,  -1.82,  -0.66,  -0.82,  -0.82,  -1.23,  -1.14,  -1.19,  -0.90,  -2.38
19411008,  -0.77,   0.20,  -0.06,  -0.18,  -0.07,   0.00,  -0.17,   0.32,  -0.10,   0.69
19411009,  -0.84,  -1.40,  -1.39,  -0.74,  -1.38,  -1.57,  -1.30,  -1.82,  -1.32,  -2.98
19411010,  -0.45,  -0.41,  -0.41,  -0.02,   0.01,   0.16,   0.25,  -0.02,   0.52,   0.52
19411011,   0.34,   0.21,  -0.20,  -0.07,   0.16,  -0.11,   0.07,   0.49,   0.14,   0.89
19411014,  -0.39,  -0.66,  -0.15,  -0.24,  -0.59,  -0.61,  -0.67,  -0.61,  -0.31,  -1.06
19411015,  -1.09,  -0.87,  -0.60,  -0.48,  -0.59,  -0.37,  -0.08,  -0.16,  -0.81,  -0.13
19411016,  -2.38,  -1.78,  -1.97,  -1.17,  -1.78,  -1.22,  -1.09,  -1.69,  -2.30,  -4.60
19411017,   0.44,   0.88,  -0.20,   0.29,   0.76,   0.30,   0.07,  -0.21,   0.68,   1.05
19411018,   0.44,   0.80,   0.58,   0.79,   1.03,   0.93,   1.16,   1.47,   0.93,   2.77
19411020,  -0.98,  -0.26,   0.19,  -0.08,   0.19,  -0.41,   0.23,   0.00,   1.36,   0.65
19411021,   0.04,   1.05,   0.30,   0.55,   1.05,   1.00,   0.39,   0.48,   0.99,   1.53
19411022,  -0.50,  -0.83,  -0.78,  -0.42,  -0.39,  -0.38,  -0.45,   0.10,  -0.14,  -0.59
19411023,   0.26,   0.34,   0.05,   0.08,  -0.06,   0.17,   0.19,   0.44,   1.76,   0.92
19411024,  -0.41,   1.16,   0.23,   0.41,   0.14,   0.69,   0.62,   0.76,   0.88,   0.84
19411025,   1.11,  -0.38,  -0.13,  -0.27,  -0.35,  -0.41,  -0.24,  -0.29,  -0.54,  -0.47
19411027,  -1.25,  -1.03,  -1.07,  -0.45,  -0.60,  -1.95,  -0.60,  -0.51,  -0.95,  -1.15
19411028,   0.15,   0.29,  -0.38,   0.09,  -0.40,   0.14,  -0.08,   0.14,   0.26,   1.10
19411029,  -2.03,  -0.14,  -0.78,  -0.25,   0.15,  -0.14,  -0.90,   0.43,   0.59,  -0.44
19411030,  -0.35,   0.71,  -0.08,  -0.37,  -0.47,  -0.09,  -0.14,  -0.23,   0.39,   1.26
19411031,  -1.46,  -1.64,  -1.10,  -0.59,  -0.67,  -1.24,  -0.93,  -1.17,  -0.60,  -1.76
19411101,   0.41,  -0.03,   0.56,   0.42,   0.15,   0.04,   0.21,   0.42,   0.79,   0.32
19411103,  -1.47,   0.64,   0.45,   0.21,   0.03,   0.79,   0.67,   0.46,   1.71,   0.90
19411105,   0.34,   0.66,   0.48,   1.13,   0.58,   1.07,   0.26,   1.06,   0.35,   1.20
19411106,  -2.46,  -1.38,  -0.53,  -0.85,  -0.99,  -0.47,  -0.89,  -0.18,  -0.21,  -0.45
19411107,  -1.36,  -0.36,  -0.30,  -0.46,  -0.20,  -0.06,  -0.23,   0.02,   0.17,   0.04
19411108,   0.61,  -0.01,   0.13,  -0.02,   0.10,   0.02,  -0.03,   0.46,   0.11,  -0.73
19411110,  -2.16,  -1.77,  -1.35,  -0.35,  -0.45,  -0.66,  -0.91,  -0.05,  -0.08,  -1.45
19411112,  -2.45,  -2.41,  -1.93,  -2.37,  -1.06,  -1.15,  -1.06,  -2.15,  -1.59,  -2.81
19411113,  -0.54,   0.59,   0.11,  -0.02,  -0.16,  -0.04,   0.03,   0.91,  -0.25,   0.78
19411114,   1.04,   1.40,   1.57,   0.56,   0.52,   0.97,   0.68,   0.58,   0.71,   1.20
19411115,   0.42,  -0.19,  -0.24,   0.32,  -0.10,   0.29,   0.07,   0.10,   0.77,   0.38
19411117,  -1.02,  -0.21,   0.54,  -0.27,  -0.15,  -0.52,  -0.34,  -0.55,  -0.15,  -0.05
19411118,   0.57,  -0.39,  -0.86,  -0.39,   0.06,   0.02,   0.12,   0.06,  -0.40,   0.08
19411119,   0.33,   0.27,   0.60,   1.14,   0.44,  -0.10,   0.39,   0.67,  -0.02,   0.44
19411121,   1.82,   0.24,   1.01,   0.19,   0.28,   0.31,   1.09,   0.67,   0.86,   0.81
19411122,   0.06,   0.32,   0.11,   0.36,   0.11,   0.11,   0.01,   0.60,   0.21,  -0.01
19411124,   0.77,  -0.01,   0.60,   0.06,  -0.17,  -0.10,   0.44,   0.52,   0.37,   0.91
19411125,  -0.99,  -0.73,  -0.99,  -0.72,  -0.57,  -0.21,  -0.61,  -0.38,  -0.09,  -0.33
19411126,  -1.36,  -0.27,  -1.43,  -0.87,  -0.55,  -0.72,  -0.87,  -0.50,  -1.15,  -0.24
19411127,   0.18,  -0.11,   0.06,   0.17,  -0.68,  -0.11,  -0.17,   0.81,  -0.40,  -0.36
19411128,  -1.28,  -0.15,  -0.84,  -0.60,  -0.81,  -0.57,  -0.48,  -0.20,  -0.40,  -0.35
19411129,  -0.05,  -0.22,  -0.14,  -0.36,  -0.49,  -0.21,  -0.20,   0.02,  -0.20,   0.20
19411201,  -1.10,  -0.55,  -0.35,  -0.40,  -0.45,  -0.22,  -0.50,   0.01,  -0.60,   0.17
19411202,   1.10,   2.20,   1.34,   1.72,   1.49,   1.23,   1.20,   0.92,   1.82,   2.00
19411203,   1.26,   0.56,   0.69,   0.63,   0.51,   1.43,   1.59,   0.96,   0.64,   0.68
19411204,   2.59,   0.12,   0.12,   0.74,  -0.08,   0.33,  -0.03,   0.42,   0.63,   0.86
19411205,  -2.15,  -0.46,  -0.08,  -0.09,  -0.42,  -0.38,  -0.76,  -0.24,   0.04,  -0.31
19411206,   0.44,   0.56,   0.65,   0.48,   0.67,   0.23,   0.53,   0.31,   0.94,   0.82
19411208,  -7.76,  -5.92,  -4.34,  -4.67,  -3.08,  -3.11,  -3.33,  -4.46,  -4.76,  -5.10
19411209,  -5.18,  -3.54,  -3.39,  -2.31,  -3.59,  -2.19,  -3.74,  -5.18,  -3.70,  -5.34
19411210,  -1.87,  -0.40,   0.40,  -0.86,  -2.02,  -0.63,   0.30,  -0.66,  -1.27,   0.37
19411211,   2.69,   2.22,   0.97,   1.07,   2.44,   1.20,   3.33,   2.41,   2.20,   2.44
19411212,  -1.13,  -1.10,  -1.15,  -1.62,  -0.19,   0.67,  -0.11,  -0.26,   0.10,   0.43
19411213,  -0.86,   0.89,  -0.55,  -0.08,   0.57,   0.53,   0.93,  -0.08,   0.71,   0.34
19411215,  -0.47,   0.09,   0.75,  -0.05,   0.38,   0.43,   1.41,   1.49,   1.19,  -0.03
19411216,  -1.09,  -0.24,  -0.54,  -1.15,   0.41,  -0.04,   0.29,   0.53,   1.06,   0.61
19411217,  -3.26,  -1.36,  -1.73,  -2.55,  -2.09,  -1.17,  -1.39,  -1.77,  -1.18,  -2.49
19411218,  -0.22,  -0.96,  -0.67,  -2.08,   0.00,  -0.81,   0.18,  -0.57,  -0.44,  -0.37
19411219,   0.02,   0.07,  -0.24,   0.50,  -0.06,  -0.16,  -0.34,   0.64,  -0.55,  -0.18
19411220,   0.33,  -0.18,  -0.14,  -0.21,  -0.45,  -0.37,  -0.17,  -0.02,  -0.25,   0.21
19411222,  -1.04,  -1.96,  -1.69,  -0.26,  -0.87,  -0.62,  -0.72,  -1.01,  -1.35,  -1.12
19411223,  -0.50,   0.11,   0.32,  -0.55,  -0.11,  -0.33,  -0.06,  -0.21,  -0.59,  -1.90
19411224,   1.07,   0.72,   0.86,  -0.52,   0.35,   0.72,   0.15,   0.63,  -0.76,   0.75
19411226,  -1.32,   0.74,  -0.51,  -1.78,  -0.48,   0.20,  -0.74,  -0.49,  -0.42,   1.03
19411227,   0.40,   2.24,   0.01,   1.18,   0.70,   0.42,   0.32,   0.46,  -0.30,  -1.37
19411229,  -2.90,  -1.41,  -0.20,   0.02,   0.45,  -0.17,   0.70,  -0.59,  -1.34,  -2.51
19411230,   8.34,   3.16,   4.50,   4.63,   3.48,   2.69,   2.08,   4.05,   2.56,   3.63
19411231,   0.41,   0.63,   0.26,  -0.24,  -0.14,  -0.32,   0.08,  -0.37,  -2.02,  -1.91
19420102,   5.92,   3.57,   2.78,   3.02,   1.99,   1.00,   1.56,   1.37,  -0.37,   0.24
19420103,   3.71,   2.39,   1.62,   1.48,   1.37,   0.66,   1.10,   0.64,   1.31,   0.37
19420105,   4.10,   1.99,   1.32,   0.97,   1.85,   1.03,   0.50,  -0.05,   0.38,   0.66
19420106,   0.45,   0.96,  -0.67,   0.07,  -0.43,   0.10,  -0.61,  -0.35,  -0.23,  -1.57
19420107,   0.25,  -0.13,   0.01,  -0.78,  -1.16,  -0.96,  -0.68,  -0.44,  -0.48,  -0.35
19420108,  -1.28,  -0.65,  -0.93,  -2.25,  -0.26,  -1.06,  -1.25,  -1.32,  -1.11,  -1.28
19420109,   0.21,   1.13,   0.09,  -0.35,   0.24,   0.12,  -0.27,  -0.70,  -0.39,  -0.75
19420110,   0.00,  -0.07,  -0.56,  -0.52,  -0.05,  -0.62,  -0.81,  -0.17,  -0.36,  -0.63
19420112,   0.35,   0.53,   1.02,   0.87,   1.19,   0.12,  -0.09,  -0.25,   0.32,  -0.07
19420113,   2.37,   1.23,   1.59,   1.10,   1.13,   1.60,   1.66,   1.97,   1.56,   3.51
19420114,  -0.60,   0.22,   0.56,   0.19,   0.37,   0.21,   0.23,  -0.33,   0.10,   0.74
19420115,  -0.18,  -0.06,   0.08,  -0.40,  -0.04,  -0.46,  -0.48,  -0.04,  -0.10,   0.56
19420116,   0.72,  -1.11,  -0.35,  -0.80,  -0.21,  -1.32,  -1.41,  -0.81,  -0.79,  -1.55
19420117,  -0.58,  -0.10,  -0.61,  -0.15,  -0.02,  -0.08,  -0.36,  -0.93,   0.09,  -0.27
19420119,   0.75,   0.66,   0.08,   0.41,   0.31,   0.03,  -0.54,   0.22,   0.50,   1.00
19420120,  -0.97,   0.07,  -0.09,   0.06,   0.05,  -0.02,  -0.33,  -0.52,  -0.14,   0.12
19420121,  -3.72,  -1.68,  -1.51,  -0.91,  -1.68,  -1.26,  -0.87,  -1.34,  -1.26,  -1.64
19420122,   0.52,  -0.48,  -0.47,   0.35,   0.08,  -0.05,   0.04,   0.00,  -0.02,   0.09
19420123,   0.48,   0.59,   0.12,   0.01,   0.10,  -0.17,   0.19,   0.33,   0.09,   0.44
19420124,   0.71,   0.25,   0.23,   0.28,   0.15,   0.21,  -0.07,   0.56,   0.67,   0.75
19420126,   1.38,   1.96,   1.93,   0.74,   0.50,   0.41,   1.54,   0.83,   0.37,   1.15
19420127,   0.61,   0.24,  -0.01,   0.25,   0.33,   0.13,  -0.24,   0.39,   0.02,   0.28
19420128,   0.19,  -0.28,   0.05,  -0.31,  -0.59,  -0.15,  -0.29,  -1.00,  -1.17,  -0.93
19420129,  -0.04,  -0.59,   0.38,  -0.36,  -0.01,  -0.72,  -0.03,   0.11,  -0.36,   0.22
19420130,  -0.76,  -0.11,  -0.61,  -0.39,  -0.28,  -0.45,  -0.37,  -1.04,  -0.78,  -0.49
19420131,  -1.01,  -0.85,  -0.42,  -0.35,  -0.31,  -0.37,  -0.14,  -0.44,  -0.79,  -0.72
19420202,   0.65,   0.33,   0.42,   0.28,   0.20,   0.34,   0.39,   0.19,   0.39,   0.43
19420203,  -0.01,   0.29,   0.44,   0.69,   0.05,   0.38,   0.08,  -0.02,   0.51,   0.50
19420204,   1.01,   0.87,   0.76,   0.17,   0.35,   0.89,   0.59,   0.44,   0.83,   1.45
19420205,  -0.23,  -0.24,  -0.16,  -0.27,  -0.28,   0.14,   0.43,  -0.69,  -0.39,  -0.07
